,Year,Genre,Region,Sales
49698,2008-01-01,Adventure,Japan,0.01
49699,2011-01-01,Adventure,Japan,0.01
49700,2006-01-01,Adventure,Japan,0.01
49701,2014-01-01,Misc,Japan,0.0
49702,1999-01-01,Fighting,Japan,0.0
49703,2013-01-01,Adventure,Japan,0.01
49704,2008-01-01,Role-Playing,Japan,0.0
49705,2009-01-01,Action,Japan,0.0
49706,2007-01-01,Strategy,Japan,0.01
49707,2009-01-01,Simulation,Japan,0.0
49708,2012-01-01,Puzzle,Japan,0.0
49709,2006-01-01,Misc,Japan,0.0
49710,2008-01-01,Simulation,Japan,0.01
49711,2008-01-01,Role-Playing,Japan,0.01
49712,2012-01-01,Misc,Japan,0.01
49713,2007-01-01,Action,Japan,0.0
49714,2000-01-01,Puzzle,Japan,0.0
49715,2014-01-01,Misc,Japan,0.01
49716,2006-01-01,Role-Playing,Japan,0.01
49717,2012-01-01,Adventure,Japan,0.01
49718,2003-01-01,Racing,Japan,0.0
49719,2006-01-01,Misc,Japan,0.01
49720,2008-01-01,Adventure,Japan,0.01
49721,2008-01-01,Role-Playing,Japan,0.01
49722,2013-01-01,Adventure,Japan,0.01
49723,2008-01-01,Adventure,Japan,0.01
49724,2015-01-01,Adventure,Japan,0.01
49725,2009-01-01,Action,Japan,0.01
49726,2016-01-01,Racing,Japan,0.0
49727,2016-01-01,Action,Japan,0.0
49728,2011-01-01,Strategy,Japan,0.0
49729,2011-01-01,Action,Japan,0.01
49730,2012-01-01,Adventure,Japan,0.01
49731,2013-01-01,Action,Japan,0.01
49732,2011-01-01,Misc,Japan,0.0
49733,2012-01-01,Action,Japan,0.0
49734,2007-01-01,Adventure,Japan,0.0
49735,2009-01-01,Strategy,Japan,0.0
49736,2009-01-01,Adventure,Japan,0.0
49737,2008-01-01,Fighting,Japan,0.01
49738,2015-01-01,Misc,Japan,0.01
49739,2011-01-01,Racing,Japan,0.0
49740,2007-01-01,Sports,Japan,0.01
49741,2011-01-01,Puzzle,Japan,0.0
49742,2012-01-01,Action,Japan,0.01
49743,2006-01-01,Puzzle,Japan,0.0
49744,2015-01-01,Action,Japan,0.01
49745,2001-01-01,Action,Japan,0.0
49746,2016-01-01,Action,Japan,0.01
49747,2009-01-01,Adventure,Japan,0.01
49748,2007-01-01,Fighting,Japan,0.01
49749,2014-01-01,Role-Playing,Japan,0.0
49750,1995-01-01,Adventure,Japan,0.0
49751,2016-01-01,Strategy,Japan,0.0
49752,2002-01-01,Role-Playing,Japan,0.0
49753,2014-01-01,Adventure,Japan,0.01
49754,2007-01-01,Sports,Japan,0.0
49755,2008-01-01,Adventure,Japan,0.01
49756,2014-01-01,Adventure,Japan,0.01
49757,2008-01-01,Adventure,Japan,0.01
49758,2016-01-01,Platform,Japan,0.0
49759,2002-01-01,Fighting,Japan,0.0
49760,2007-01-01,Action,Japan,0.0
49761,2015-01-01,Platform,Japan,0.0
49762,2012-01-01,Strategy,Japan,0.0
49763,2014-01-01,Action,Japan,0.01
49764,2006-01-01,Puzzle,Japan,0.01
49765,2016-01-01,Shooter,Japan,0.0
49766,2016-01-01,Simulation,Japan,0.0
49767,2013-01-01,Adventure,Japan,0.01
49768,2008-01-01,Adventure,Japan,0.01
49769,2007-01-01,Racing,Japan,0.0
49770,2008-01-01,Racing,Japan,0.01
49771,2008-01-01,Adventure,Japan,0.01
49772,2016-01-01,Sports,Japan,0.0
49773,2009-01-01,Shooter,Japan,0.0
49774,2011-01-01,Sports,Japan,0.0
49775,2000-01-01,Sports,Japan,0.0
49776,2008-01-01,Adventure,Japan,0.01
49777,2011-01-01,Sports,Japan,0.0
49778,2001-01-01,Action,Japan,0.0
49779,1999-01-01,Action,Japan,0.0
49780,2003-01-01,Puzzle,Japan,0.0
49781,2011-01-01,Shooter,Japan,0.0
49782,2009-01-01,Adventure,Japan,0.0
49783,2009-01-01,Sports,Japan,0.01
49784,2008-01-01,Puzzle,Japan,0.0
49785,2016-01-01,Action,Japan,0.01
49786,2007-01-01,Role-Playing,Japan,0.01
49787,2004-01-01,Adventure,Japan,0.0
49788,2008-01-01,Simulation,Japan,0.0
49789,2002-01-01,Platform,Japan,0.0
49790,2003-01-01,Shooter,Japan,0.0
49791,2008-01-01,Racing,Japan,0.0
49792,2010-01-01,Puzzle,Japan,0.0
49793,2003-01-01,Platform,Japan,0.0
49794,2006-01-01,Sports,Rest of the World,8.46
49795,1985-01-01,Platform,Rest of the World,0.77
49796,2008-01-01,Racing,Rest of the World,3.31
49797,2009-01-01,Sports,Rest of the World,2.96
49798,1996-01-01,Role-Playing,Rest of the World,1.0
49799,1989-01-01,Puzzle,Rest of the World,0.58
49800,2006-01-01,Platform,Rest of the World,2.9
49801,2006-01-01,Misc,Rest of the World,2.85
49802,2009-01-01,Platform,Rest of the World,2.26
49803,1984-01-01,Shooter,Rest of the World,0.47
49804,2005-01-01,Simulation,Rest of the World,2.75
49805,2005-01-01,Racing,Rest of the World,1.92
49806,1999-01-01,Role-Playing,Rest of the World,0.71
49807,2007-01-01,Sports,Rest of the World,2.15
49808,2009-01-01,Sports,Rest of the World,1.79
49809,2010-01-01,Misc,Rest of the World,1.67
49810,2013-01-01,Action,Rest of the World,4.14
49811,2004-01-01,Action,Rest of the World,10.57
49812,1990-01-01,Platform,Rest of the World,0.55
49813,2005-01-01,Misc,Rest of the World,2.05
49814,2006-01-01,Role-Playing,Rest of the World,1.37
49815,1989-01-01,Platform,Rest of the World,0.42
49816,1988-01-01,Platform,Rest of the World,0.46
49817,2013-01-01,Action,Rest of the World,1.38
49818,2002-01-01,Action,Rest of the World,1.78
49819,2002-01-01,Role-Playing,Rest of the World,0.5
49820,2010-01-01,Role-Playing,Rest of the World,0.82
49821,2005-01-01,Puzzle,Rest of the World,1.18
49822,2001-01-01,Racing,Rest of the World,1.16
49823,2011-01-01,Shooter,Rest of the World,1.32
49824,1998-01-01,Role-Playing,Rest of the World,0.59
49825,2010-01-01,Shooter,Rest of the World,1.13
49826,2013-01-01,Role-Playing,Rest of the World,0.79
49827,2015-01-01,Shooter,Rest of the World,2.31
49828,2012-01-01,Shooter,Rest of the World,2.52
49829,2012-01-01,Shooter,Rest of the World,1.12
49830,2009-01-01,Shooter,Rest of the World,1.29
49831,2011-01-01,Shooter,Rest of the World,1.62
49832,2001-01-01,Action,Rest of the World,1.3
49833,2008-01-01,Fighting,Rest of the World,1.02
49834,2010-01-01,Shooter,Rest of the World,1.83
49835,2005-01-01,Simulation,Rest of the World,0.88
49836,2011-01-01,Racing,Rest of the World,0.89
49837,2007-01-01,Shooter,Rest of the World,1.21
49838,2014-01-01,Action,Rest of the World,2.02
49839,2009-01-01,Action,Rest of the World,0.77
49840,1996-01-01,Platform,Rest of the World,0.23
49841,2004-01-01,Racing,Rest of the World,7.53
49842,2007-01-01,Platform,Rest of the World,0.76
49843,2014-01-01,Role-Playing,Rest of the World,0.65
49844,1992-01-01,Adventure,Rest of the World,0.29
49845,2008-01-01,Action,Rest of the World,1.03
49846,1997-01-01,Racing,Rest of the World,0.52
49847,2011-01-01,Platform,Rest of the World,0.78
49848,2010-01-01,Racing,Rest of the World,2.12
49849,2009-01-01,Shooter,Rest of the World,1.63
49850,2008-01-01,Action,Rest of the World,1.62
49851,1993-01-01,Platform,Rest of the World,0.29
49852,2004-01-01,Role-Playing,Rest of the World,0.35
49853,2004-01-01,Platform,Rest of the World,0.98
49854,2011-01-01,Misc,Rest of the World,1.07
49855,2013-01-01,Shooter,Rest of the World,0.82
49856,2010-01-01,Shooter,Rest of the World,0.78
49857,1996-01-01,Racing,Rest of the World,0.15
49858,2012-01-01,Platform,Rest of the World,0.63
49859,2012-01-01,Shooter,Rest of the World,0.73
49860,1997-01-01,Role-Playing,Rest of the World,0.96
49861,2013-01-01,Shooter,Rest of the World,1.38
49862,2010-01-01,Misc,Rest of the World,0.78
49863,1999-01-01,Racing,Rest of the World,0.5
49864,2007-01-01,Shooter,Rest of the World,0.9
49865,1994-01-01,Platform,Rest of the World,0.23
49866,2013-01-01,Misc,Rest of the World,0.77
49867,2012-01-01,Simulation,Rest of the World,0.41
49868,2007-01-01,Misc,Rest of the World,0.7
49869,2011-01-01,Role-Playing,Rest of the World,0.85
49870,1992-01-01,Racing,Rest of the World,0.18
49871,2015-01-01,Sports,Rest of the World,1.26
49872,2010-01-01,Misc,Rest of the World,0.68
49873,2004-01-01,Shooter,Rest of the World,0.08
49874,2007-01-01,Misc,Rest of the World,0.73
49875,2012-01-01,Role-Playing,Rest of the World,0.43
49876,2012-01-01,Action,Rest of the World,2.01
49877,2009-01-01,Simulation,Rest of the World,0.71
49878,1997-01-01,Shooter,Rest of the World,0.15
49879,2007-01-01,Sports,Rest of the World,0.91
49880,2001-01-01,Role-Playing,Rest of the World,0.33
49881,1999-01-01,Role-Playing,Rest of the World,0.23
49882,2008-01-01,Role-Playing,Rest of the World,0.55
49883,1982-01-01,Puzzle,Rest of the World,0.08
49884,2005-01-01,Action,Rest of the World,1.75
49885,2010-01-01,Platform,Rest of the World,0.64
49886,2015-01-01,Shooter,Rest of the World,1.23
49887,2014-01-01,Shooter,Rest of the World,1.37
49888,1998-01-01,Action,Rest of the World,0.16
49889,1997-01-01,Platform,Rest of the World,0.31
49890,1988-01-01,Platform,Rest of the World,0.19
49891,2014-01-01,Fighting,Rest of the World,0.43
49892,2008-01-01,Shooter,Rest of the World,0.69
49893,2011-01-01,Shooter,Rest of the World,0.69
49894,2006-01-01,Action,Rest of the World,0.7
49895,2015-01-01,Shooter,Rest of the World,0.67
49896,2009-01-01,Misc,Rest of the World,0.73
49897,2011-01-01,Shooter,Rest of the World,1.1
49898,2003-01-01,Racing,Rest of the World,1.02
49899,1998-01-01,Fighting,Rest of the World,0.29
49900,1998-01-01,Platform,Rest of the World,0.28
49901,2001-01-01,Fighting,Rest of the World,0.22
49902,2014-01-01,Racing,Rest of the World,0.49
49903,2015-01-01,Role-Playing,Rest of the World,1.1
49904,2003-01-01,Racing,Rest of the World,0.19
49905,2012-01-01,Misc,Rest of the World,0.56
49906,2013-01-01,Sports,Rest of the World,1.73
49907,2004-01-01,Racing,Rest of the World,1.09
49908,2002-01-01,Shooter,Rest of the World,0.99
49909,2011-01-01,Action,Rest of the World,1.06
49910,1996-01-01,Platform,Rest of the World,0.3
49911,2010-01-01,Sports,Rest of the World,0.67
49912,2008-01-01,Shooter,Rest of the World,0.64
49913,2009-01-01,Action,Rest of the World,1.0
49914,2007-01-01,Shooter,Rest of the World,1.04
49915,2011-01-01,Sports,Rest of the World,1.42
49916,2005-01-01,Misc,Rest of the World,0.62
49917,2010-01-01,Action,Rest of the World,1.03
49918,2014-01-01,Sports,Rest of the World,1.47
49919,2010-01-01,Platform,Rest of the World,0.47
49920,2011-01-01,Role-Playing,Rest of the World,1.05
49921,1986-01-01,Action,Rest of the World,0.14
49922,2012-01-01,Action,Rest of the World,1.14
49923,2001-01-01,Shooter,Rest of the World,0.07
49924,2004-01-01,Role-Playing,Rest of the World,0.21
49925,2002-01-01,Role-Playing,Rest of the World,0.07
49926,2000-01-01,Role-Playing,Rest of the World,0.99
49927,2009-01-01,Shooter,Rest of the World,0.61
49928,2010-01-01,Action,Rest of the World,0.57
49929,2002-01-01,Platform,Rest of the World,0.17
49930,1992-01-01,Fighting,Rest of the World,0.12
49931,2004-01-01,Role-Playing,Rest of the World,0.0
49932,1999-01-01,Action,Rest of the World,0.33
49933,2010-01-01,Sports,Rest of the World,0.51
49934,2011-01-01,Shooter,Rest of the World,0.49
49935,2006-01-01,Shooter,Rest of the World,0.6
49936,2001-01-01,Action,Rest of the World,0.72
49937,1992-01-01,Platform,Rest of the World,0.19
49938,2008-01-01,Action,Rest of the World,0.83
49939,1998-01-01,Action,Rest of the World,0.24
49940,2013-01-01,Action,Rest of the World,1.01
49941,2006-01-01,Role-Playing,Rest of the World,1.74
49942,2008-01-01,Platform,Rest of the World,0.9
49943,2009-01-01,Role-Playing,Rest of the World,0.15
49944,2007-01-01,Action,Rest of the World,0.53
49945,1998-01-01,Action,Rest of the World,0.45
49946,1996-01-01,Fighting,Rest of the World,0.23
49947,2006-01-01,Simulation,Rest of the World,0.58
49948,2014-01-01,Shooter,Rest of the World,0.96
49949,1988-01-01,Puzzle,Rest of the World,0.11
49950,2009-01-01,Action,Rest of the World,0.87
49951,1999-01-01,Fighting,Rest of the World,0.04
49952,2007-01-01,Adventure,Rest of the World,0.55
49953,2011-01-01,Action,Rest of the World,0.8
49954,2009-01-01,Racing,Rest of the World,0.51
49955,2008-01-01,Role-Playing,Rest of the World,0.34
49956,2001-01-01,Platform,Rest of the World,0.2
49957,2001-01-01,Racing,Rest of the World,0.23
49958,2001-01-01,Platform,Rest of the World,0.2
49959,1999-01-01,Strategy,Rest of the World,0.09
49960,2008-01-01,Shooter,Rest of the World,0.84
49961,2001-01-01,Platform,Rest of the World,0.82
49962,2014-01-01,Misc,Rest of the World,0.94
49963,2009-01-01,Role-Playing,Rest of the World,0.52
49964,1989-01-01,Puzzle,Rest of the World,0.2
49965,1999-01-01,Misc,Rest of the World,0.16
49966,2012-01-01,Action,Rest of the World,0.44
49967,2000-01-01,Role-Playing,Rest of the World,0.14
49968,2003-01-01,Role-Playing,Rest of the World,0.17
49969,1999-01-01,Platform,Rest of the World,0.06
49970,2009-01-01,Action,Rest of the World,0.51
49971,2007-01-01,Puzzle,Rest of the World,0.52
49972,1997-01-01,Action,Rest of the World,0.28
49973,,Sports,Rest of the World,0.71
49974,2004-01-01,Role-Playing,Rest of the World,0.2
49975,2012-01-01,Role-Playing,Rest of the World,0.62
49976,2003-01-01,Platform,Rest of the World,0.2
49977,2012-01-01,Platform,Rest of the World,0.31
49978,1994-01-01,Platform,Rest of the World,0.15
49979,2012-01-01,Action,Rest of the World,0.58
49980,2007-01-01,Action,Rest of the World,0.49
49981,1995-01-01,Platform,Rest of the World,0.11
49982,2013-01-01,Simulation,Rest of the World,0.28
49983,2008-01-01,Sports,Rest of the World,0.58
49984,2003-01-01,Shooter,Rest of the World,0.8
49985,1992-01-01,Platform,Rest of the World,0.11
49986,2010-01-01,Role-Playing,Rest of the World,0.38
49987,2014-01-01,Shooter,Rest of the World,0.38
49988,1996-01-01,Simulation,Rest of the World,0.2
49989,2006-01-01,Misc,Rest of the World,0.68
49990,2009-01-01,Action,Rest of the World,0.65
49991,2014-01-01,Action,Rest of the World,0.41
49992,2006-01-01,Action,Rest of the World,1.21
49993,2010-01-01,Sports,Rest of the World,1.13
49994,1999-01-01,Platform,Rest of the World,0.22
49995,1996-01-01,Action,Rest of the World,0.73
49996,1999-01-01,Sports,Rest of the World,0.2
49997,2014-01-01,Fighting,Rest of the World,0.57
49998,1999-01-01,Strategy,Rest of the World,0.33
49999,1998-01-01,Platform,Rest of the World,0.21
50000,2007-01-01,Shooter,Rest of the World,0.46
50001,2007-01-01,Misc,Rest of the World,1.48
50002,2008-01-01,Role-Playing,Rest of the World,0.44
50003,2007-01-01,Role-Playing,Rest of the World,0.37
50004,2007-01-01,Action,Rest of the World,0.78
50005,2005-01-01,Sports,Rest of the World,0.66
50006,2007-01-01,Action,Rest of the World,0.46
50007,1997-01-01,Racing,Rest of the World,0.1
50008,2010-01-01,Role-Playing,Rest of the World,0.0
50009,1990-01-01,Puzzle,Rest of the World,0.1
50010,2010-01-01,Action,Rest of the World,0.63
50011,2010-01-01,Strategy,Rest of the World,0.59
50012,2007-01-01,Adventure,Rest of the World,0.83
50013,2014-01-01,Sports,Rest of the World,1.07
50014,1999-01-01,Racing,Rest of the World,0.21
50015,2016-01-01,Sports,Rest of the World,0.69
50016,2011-01-01,Action,Rest of the World,0.41
50017,2000-01-01,Action,Rest of the World,0.25
50018,2003-01-01,Racing,Rest of the World,0.79
50019,2000-01-01,Sports,Rest of the World,0.2
50020,2008-01-01,Simulation,Rest of the World,0.37
50021,2002-01-01,Action,Rest of the World,0.7
50022,2011-01-01,Racing,Rest of the World,0.47
50023,1996-01-01,Action,Rest of the World,0.24
50024,2007-01-01,Misc,Rest of the World,0.44
50025,1991-01-01,Action,Rest of the World,0.13
50026,2002-01-01,Action,Rest of the World,0.13
50027,2009-01-01,Sports,Rest of the World,0.48
50028,2013-01-01,Action,Rest of the World,0.3
50029,2015-01-01,Shooter,Rest of the World,0.43
50030,2014-01-01,Action,Rest of the World,0.82
50031,2007-01-01,Misc,Rest of the World,0.42
50032,2004-01-01,Sports,Rest of the World,0.08
50033,1981-01-01,Platform,Rest of the World,0.05
50034,2006-01-01,Sports,Rest of the World,0.61
50035,2002-01-01,Action,Rest of the World,0.23
50036,2000-01-01,Role-Playing,Rest of the World,0.02
50037,2015-01-01,Action,Rest of the World,0.74
50038,2014-01-01,Shooter,Rest of the World,0.77
50039,2005-01-01,Action,Rest of the World,0.43
50040,2012-01-01,Misc,Rest of the World,0.33
50041,2010-01-01,Misc,Rest of the World,0.39
50042,2001-01-01,Sports,Rest of the World,0.46
50043,2006-01-01,Sports,Rest of the World,0.86
50044,2006-01-01,Role-Playing,Rest of the World,0.4
50045,1987-01-01,Adventure,Rest of the World,0.08
50046,2005-01-01,Racing,Rest of the World,0.47
50047,2006-01-01,Shooter,Rest of the World,0.75
50048,1991-01-01,Platform,Rest of the World,0.13
50049,2005-01-01,Role-Playing,Rest of the World,0.17
50050,2013-01-01,Sports,Rest of the World,0.46
50051,2014-01-01,Shooter,Rest of the World,0.37
50052,1980-01-01,Shooter,Rest of the World,0.05
50053,2008-01-01,Role-Playing,Rest of the World,0.41
50054,2015-01-01,Shooter,Rest of the World,0.39
50055,2013-01-01,Platform,Rest of the World,0.3
50056,2009-01-01,Action,Rest of the World,0.61
50057,2011-01-01,Action,Rest of the World,0.72
50058,2001-01-01,Misc,Rest of the World,0.07
50059,2004-01-01,Action,Rest of the World,1.93
50060,2006-01-01,Platform,Rest of the World,0.75
50061,1995-01-01,Strategy,Rest of the World,0.23
50062,2011-01-01,Action,Rest of the World,0.3
50063,2005-01-01,Sports,Rest of the World,0.84
50064,2003-01-01,Misc,Rest of the World,0.83
50065,2016-01-01,Shooter,Rest of the World,0.65
50066,2007-01-01,Racing,Rest of the World,0.53
50067,2011-01-01,Action,Rest of the World,0.43
50068,2009-01-01,Fighting,Rest of the World,0.53
50069,2011-01-01,Sports,Rest of the World,0.53
50070,1989-01-01,Action,Rest of the World,0.04
50071,1984-01-01,Racing,Rest of the World,0.07
50072,1997-01-01,Action,Rest of the World,0.11
50073,2002-01-01,Sports,Rest of the World,0.56
50074,2014-01-01,Action,Rest of the World,0.77
50075,1997-01-01,Shooter,Rest of the World,0.0
50076,1995-01-01,Platform,Rest of the World,0.09
50077,2006-01-01,Sports,Rest of the World,0.89
50078,2011-01-01,Action,Rest of the World,0.4
50079,1992-01-01,Fighting,Rest of the World,0.07
50080,2007-01-01,Misc,Rest of the World,0.42
50081,2015-01-01,Role-Playing,Rest of the World,0.37
50082,2007-01-01,Role-Playing,Rest of the World,0.0
50083,2010-01-01,Role-Playing,Rest of the World,0.33
50084,2007-01-01,Action,Rest of the World,1.67
50085,2007-01-01,Racing,Rest of the World,0.41
50086,2005-01-01,Sports,Rest of the World,0.77
50087,1996-01-01,Misc,Rest of the World,0.06
50088,2000-01-01,Fighting,Rest of the World,0.35
50089,2014-01-01,Shooter,Rest of the World,0.69
50090,1997-01-01,Shooter,Rest of the World,0.04
50091,2014-01-01,Misc,Rest of the World,0.65
50092,1984-01-01,Sports,Rest of the World,0.04
50093,2008-01-01,Role-Playing,Rest of the World,0.59
50094,2007-01-01,Puzzle,Rest of the World,0.37
50095,2009-01-01,Shooter,Rest of the World,0.37
50096,2005-01-01,Misc,Rest of the World,0.54
50097,2009-01-01,Sports,Rest of the World,0.4
50098,2014-01-01,Action,Rest of the World,0.7
50099,1994-01-01,Platform,Rest of the World,0.11
50100,2003-01-01,Sports,Rest of the World,0.42
50101,2013-01-01,Action,Rest of the World,0.73
50102,2014-01-01,Role-Playing,Rest of the World,0.11
50103,2006-01-01,Racing,Rest of the World,0.67
50104,2011-01-01,Role-Playing,Rest of the World,0.64
50105,2005-01-01,Fighting,Rest of the World,0.7
50106,1988-01-01,Role-Playing,Rest of the World,0.0
50107,2010-01-01,Sports,Rest of the World,0.51
50108,2015-01-01,Sports,Rest of the World,0.69
50109,2004-01-01,Sports,Rest of the World,0.68
50110,2007-01-01,Misc,Rest of the World,0.35
50111,1995-01-01,Misc,Rest of the World,0.06
50112,1992-01-01,Action,Rest of the World,0.13
50113,2009-01-01,Role-Playing,Rest of the World,0.27
50114,2007-01-01,Misc,Rest of the World,0.43
50115,2011-01-01,Simulation,Rest of the World,0.27
50116,2015-01-01,Action,Rest of the World,0.61
50117,2011-01-01,Sports,Rest of the World,0.46
50118,2008-01-01,Action,Rest of the World,0.36
50119,1996-01-01,Action,Rest of the World,0.25
50120,2007-01-01,Platform,Rest of the World,0.87
50121,2013-01-01,Misc,Rest of the World,0.32
50122,2002-01-01,Simulation,Rest of the World,0.17
50123,2007-01-01,Platform,Rest of the World,0.32
50124,2001-01-01,Action,Rest of the World,0.22
50125,2015-01-01,Role-Playing,Rest of the World,0.56
50126,1999-01-01,Action,Rest of the World,0.11
50127,2000-01-01,Platform,Rest of the World,0.19
50128,2004-01-01,Sports,Rest of the World,0.59
50129,1998-01-01,Strategy,Rest of the World,0.1
50130,2013-01-01,Shooter,Rest of the World,0.61
50131,2007-01-01,Simulation,Rest of the World,0.41
50132,2009-01-01,Misc,Rest of the World,0.0
50133,2002-01-01,Sports,Rest of the World,0.35
50134,2005-01-01,Racing,Rest of the World,0.79
50135,1998-01-01,Platform,Rest of the World,0.1
50136,2002-01-01,Shooter,Rest of the World,0.24
50137,2008-01-01,Misc,Rest of the World,0.35
50138,2013-01-01,Racing,Rest of the World,0.74
50139,2001-01-01,Platform,Rest of the World,0.33
50140,1999-01-01,Simulation,Rest of the World,0.06
50141,2009-01-01,Sports,Rest of the World,0.52
50142,2007-01-01,Sports,Rest of the World,2.93
50143,2013-01-01,Shooter,Rest of the World,0.38
50144,2005-01-01,Action,Rest of the World,0.25
50145,2016-01-01,Shooter,Rest of the World,0.57
50146,2004-01-01,Shooter,Rest of the World,0.44
50147,1994-01-01,Shooter,Rest of the World,0.16
50148,2001-01-01,Racing,Rest of the World,0.42
50149,2007-01-01,Simulation,Rest of the World,0.39
50150,2001-01-01,Action,Rest of the World,0.1
50151,2005-01-01,Shooter,Rest of the World,0.37
50152,2000-01-01,Fighting,Rest of the World,0.16
50153,1997-01-01,Platform,Rest of the World,0.2
50154,2006-01-01,Action,Rest of the World,0.5
50155,2002-01-01,Action,Rest of the World,0.49
50156,1997-01-01,Action,Rest of the World,0.18
50157,2001-01-01,Shooter,Rest of the World,0.41
50158,2005-01-01,Action,Rest of the World,0.41
50159,2013-01-01,Shooter,Rest of the World,0.29
50160,2010-01-01,Sports,Rest of the World,0.4
50161,2000-01-01,Action,Rest of the World,0.23
50162,1999-01-01,Platform,Rest of the World,0.17
50163,2008-01-01,Shooter,Rest of the World,0.3
50164,2009-01-01,Sports,Rest of the World,0.38
50165,2009-01-01,Action,Rest of the World,0.34
50166,1996-01-01,Platform,Rest of the World,0.08
50167,2010-01-01,Action,Rest of the World,0.24
50168,1985-01-01,Action,Rest of the World,0.06
50169,2009-01-01,Action,Rest of the World,0.31
50170,2006-01-01,Misc,Rest of the World,0.35
50171,,Sports,Rest of the World,0.51
50172,2015-01-01,Shooter,Rest of the World,0.31
50173,2010-01-01,Shooter,Rest of the World,0.32
50174,2008-01-01,Misc,Rest of the World,0.35
50175,2014-01-01,Action,Rest of the World,0.3
50176,2012-01-01,Shooter,Rest of the World,0.72
50177,2013-01-01,Role-Playing,Rest of the World,0.0
50178,2009-01-01,Shooter,Rest of the World,0.29
50179,2002-01-01,Fighting,Rest of the World,0.29
50180,2013-01-01,Shooter,Rest of the World,0.38
50181,2011-01-01,Platform,Rest of the World,0.47
50182,1998-01-01,Action,Rest of the World,0.22
50183,1994-01-01,Role-Playing,Rest of the World,0.02
50184,2004-01-01,Action,Rest of the World,0.43
50185,1990-01-01,Racing,Rest of the World,0.4
50186,2002-01-01,Sports,Rest of the World,0.61
50187,2000-01-01,Misc,Rest of the World,0.17
50188,2008-01-01,Action,Rest of the World,0.32
50189,2015-01-01,Action,Rest of the World,0.47
50190,2009-01-01,Action,Rest of the World,0.27
50191,1998-01-01,Fighting,Rest of the World,0.13
50192,2000-01-01,Action,Rest of the World,0.06
50193,2008-01-01,Puzzle,Rest of the World,0.28
50194,1998-01-01,Adventure,Rest of the World,0.18
50195,2013-01-01,Action,Rest of the World,0.29
